,Guage 1 (hPa),Gauge 2 (hPa)
2021-12-10 20:58:09,3.83e-9,2.47e-9
2021-12-10 20:59:10,3.84e-9,2.48e-9
2021-12-10 21:00:10,3.83e-9,2.48e-9
2021-12-10 21:01:11,3.82e-9,2.46e-9
2021-12-10 21:02:11,3.81e-9,2.44e-9
2021-12-10 21:03:12,3.8e-9,2.45e-9
2021-12-10 21:04:13,3.79e-9,2.46e-9
2021-12-10 21:05:14,3.79e-9,2.45e-9
2021-12-10 21:06:14,3.79e-9,2.45e-9
2021-12-10 21:07:15,3.78e-9,2.44e-9
2021-12-10 21:08:15,3.8e-9,2.43e-9
2021-12-10 21:09:16,3.76e-9,2.42e-9
2021-12-10 21:10:17,3.76e-9,2.42e-9
2021-12-10 21:11:17,3.76e-9,2.42e-9
2021-12-10 21:12:18,3.73e-9,2.42e-9
2021-12-10 21:13:18,3.74e-9,2.4e-9
2021-12-10 21:14:19,3.74e-9,2.4e-9
2021-12-10 21:15:20,3.73e-9,2.4e-9
2021-12-10 21:16:20,3.74e-9,2.4e-9
2021-12-10 21:17:21,3.7e-9,2.39e-9
2021-12-10 21:18:21,3.71e-9,2.4e-9
2021-12-10 21:19:22,3.69e-9,2.39e-9
2021-12-10 21:20:23,3.68e-9,2.38e-9
2021-12-10 21:21:23,3.68e-9,2.37e-9
2021-12-10 21:22:24,3.66e-9,2.38e-9
2021-12-10 21:23:25,3.68e-9,2.38e-9
2021-12-10 21:24:25,3.65e-9,2.34e-9
2021-12-10 21:25:26,3.63e-9,2.35e-9
2021-12-10 21:26:26,3.61e-9,2.35e-9
2021-12-10 21:27:27,3.63e-9,2.35e-9
2021-12-10 21:28:28,3.62e-9,2.36e-9
2021-12-10 21:29:28,3.62e-9,2.34e-9
2021-12-10 21:30:29,3.62e-9,2.35e-9
2021-12-10 21:31:30,3.61e-9,2.35e-9
2021-12-10 21:32:30,3.59e-9,2.33e-9
2021-12-10 21:33:31,3.61e-9,2.32e-9
2021-12-10 21:34:32,3.58e-9,2.33e-9
2021-12-10 21:35:32,3.58e-9,2.32e-9
2021-12-10 21:36:33,3.57e-9,2.33e-9
2021-12-10 21:37:33,3.57e-9,2.32e-9
2021-12-10 21:38:34,3.56e-9,2.32e-9
2021-12-10 21:39:35,3.56e-9,2.32e-9
2021-12-10 21:40:35,3.55e-9,2.32e-9
2021-12-10 21:41:36,3.54e-9,2.29e-9
2021-12-10 21:42:36,3.53e-9,2.29e-9
2021-12-10 21:43:37,3.52e-9,2.3e-9
2021-12-10 21:44:38,3.51e-9,2.28e-9
2021-12-10 21:45:38,3.53e-9,2.28e-9
2021-12-10 21:46:39,3.51e-9,2.28e-9
2021-12-10 21:47:39,3.49e-9,2.27e-9
2021-12-10 21:48:40,3.48e-9,2.26e-9
2021-12-10 21:49:41,3.5e-9,2.27e-9
2021-12-10 21:50:41,3.47e-9,2.28e-9
2021-12-10 21:51:42,3.46e-9,2.26e-9
2021-12-10 21:52:43,3.48e-9,2.26e-9
2021-12-10 21:53:43,3.49e-9,2.25e-9
2021-12-10 21:54:44,3.47e-9,2.24e-9
2021-12-10 21:55:45,3.46e-9,2.26e-9
2021-12-10 21:56:45,3.45e-9,2.23e-9
2021-12-10 21:57:46,3.43e-9,2.24e-9
2021-12-10 21:58:46,3.42e-9,2.23e-9
2021-12-10 21:59:47,3.44e-9,2.24e-9
2021-12-10 22:00:48,3.42e-9,2.24e-9
2021-12-10 22:01:48,3.39e-9,2.23e-9
2021-12-10 22:02:49,3.4e-9,2.23e-9
2021-12-10 22:03:49,3.41e-9,2.21e-9
2021-12-10 22:04:50,3.38e-9,2.21e-9
2021-12-10 22:05:51,3.38e-9,2.21e-9
2021-12-10 22:06:52,3.37e-9,2.2e-9
2021-12-10 22:07:52,3.4e-9,2.2e-9
2021-12-10 22:08:53,3.38e-9,2.2e-9
2021-12-10 22:09:53,3.39e-9,2.21e-9
2021-12-10 22:10:54,3.37e-9,2.2e-9
2021-12-10 22:11:55,3.36e-9,2.17e-9
2021-12-10 22:12:55,3.33e-9,2.2e-9
2021-12-10 22:13:56,3.36e-9,2.18e-9
2021-12-10 22:14:57,3.32e-9,2.18e-9
2021-12-10 22:15:57,3.35e-9,2.19e-9
2021-12-10 22:16:58,3.33e-9,2.18e-9
2021-12-10 22:17:58,3.34e-9,2.18e-9
2021-12-10 22:18:59,3.33e-9,2.17e-9
2021-12-10 22:20:00,3.31e-9,2.17e-9
2021-12-10 22:21:00,3.3e-9,2.15e-9
2021-12-10 22:22:01,3.29e-9,2.15e-9
2021-12-10 22:23:02,3.3e-9,2.13e-9
2021-12-10 22:24:02,3.28e-9,2.14e-9
2021-12-10 22:25:03,3.28e-9,2.16e-9
2021-12-10 22:26:04,3.29e-9,2.15e-9
2021-12-10 22:27:04,3.28e-9,2.15e-9
2021-12-10 22:28:05,3.26e-9,2.13e-9
2021-12-10 22:29:06,3.26e-9,2.14e-9
2021-12-10 22:30:06,3.25e-9,2.15e-9
2021-12-10 22:31:07,3.25e-9,2.13e-9
2021-12-10 22:32:08,3.26e-9,2.13e-9
2021-12-10 22:33:08,3.25e-9,2.15e-9
2021-12-10 22:34:09,3.25e-9,2.12e-9
2021-12-10 22:35:10,3.25e-9,2.13e-9
2021-12-10 22:36:10,3.24e-9,2.1e-9
2021-12-10 22:37:11,3.22e-9,2.12e-9
2021-12-10 22:38:11,3.21e-9,2.11e-9
2021-12-10 22:39:12,3.23e-9,2.12e-9
2021-12-10 22:40:13,3.22e-9,2.12e-9
2021-12-10 22:41:13,3.22e-9,2.09e-9
2021-12-10 22:42:14,3.19e-9,2.09e-9
2021-12-10 22:43:15,3.2e-9,2.09e-9
2021-12-10 22:44:15,3.18e-9,2.09e-9
2021-12-10 22:45:16,3.16e-9,2.08e-9
2021-12-10 22:46:17,3.17e-9,2.08e-9
2021-12-10 22:47:17,3.16e-9,2.08e-9
2021-12-10 22:48:18,3.18e-9,2.09e-9
2021-12-10 22:49:18,3.16e-9,2.08e-9
2021-12-10 22:50:19,3.17e-9,2.1e-9
2021-12-10 22:51:20,3.15e-9,2.06e-9
2021-12-10 22:52:20,3.16e-9,2.06e-9
2021-12-10 22:53:21,3.14e-9,2.07e-9
2021-12-10 22:54:21,3.15e-9,2.06e-9
2021-12-10 22:55:22,3.15e-9,2.06e-9
2021-12-10 22:56:23,3.14e-9,2.06e-9
2021-12-10 22:57:23,3.14e-9,2.05e-9
2021-12-10 22:58:24,3.14e-9,2.05e-9
2021-12-10 22:59:24,3.12e-9,2.04e-9
2021-12-10 23:00:25,3.11e-9,2.05e-9
2021-12-10 23:01:26,3.11e-9,2.03e-9
2021-12-10 23:02:26,3.12e-9,2.05e-9
2021-12-10 23:03:27,3.1e-9,2.04e-9
2021-12-10 23:04:28,3.11e-9,2.04e-9
2021-12-10 23:05:28,3.11e-9,2.04e-9
2021-12-10 23:06:29,3.09e-9,2.05e-9
2021-12-10 23:07:30,3.07e-9,2.01e-9
2021-12-10 23:08:30,3.07e-9,2.03e-9
2021-12-10 23:09:31,3.06e-9,2.03e-9
2021-12-10 23:10:32,3.07e-9,2.03e-9
2021-12-10 23:11:32,3.08e-9,2.01e-9
2021-12-10 23:12:33,3.06e-9,2.01e-9
2021-12-10 23:13:33,3.06e-9,2.02e-9
2021-12-10 23:14:34,3.05e-9,1.98e-9
2021-12-10 23:15:35,3.04e-9,2.01e-9
2021-12-10 23:16:35,3.04e-9,2.01e-9
2021-12-10 23:17:36,3.03e-9,2.0e-9
2021-12-10 23:18:36,3.05e-9,2.0e-9
2021-12-10 23:19:37,3.05e-9,2.0e-9
2021-12-10 23:20:38,3.02e-9,1.99e-9
2021-12-10 23:21:38,3.04e-9,1.98e-9
2021-12-10 23:22:39,3.03e-9,1.99e-9
2021-12-10 23:23:40,3.01e-9,1.98e-9
2021-12-10 23:24:40,3.0e-9,1.98e-9
2021-12-10 23:25:41,3.01e-9,1.98e-9
2021-12-10 23:26:42,3.02e-9,1.98e-9
2021-12-10 23:27:42,3.01e-9,1.97e-9
2021-12-10 23:28:43,2.99e-9,1.98e-9
2021-12-10 23:29:43,2.99e-9,1.96e-9
2021-12-10 23:30:44,2.99e-9,1.96e-9
2021-12-10 23:31:45,2.98e-9,1.97e-9
2021-12-10 23:32:45,2.96e-9,1.97e-9
2021-12-10 23:33:46,2.98e-9,1.96e-9
2021-12-10 23:34:46,2.98e-9,1.97e-9
2021-12-10 23:35:47,2.98e-9,1.97e-9
2021-12-10 23:36:48,2.96e-9,1.96e-9
2021-12-10 23:37:49,2.96e-9,1.97e-9
2021-12-10 23:38:49,2.96e-9,1.95e-9
2021-12-10 23:39:50,2.94e-9,1.93e-9
2021-12-10 23:40:50,2.94e-9,1.93e-9
2021-12-10 23:41:51,2.96e-9,1.92e-9
2021-12-10 23:42:52,2.94e-9,1.95e-9
2021-12-10 23:43:52,2.95e-9,1.93e-9
2021-12-10 23:44:53,2.95e-9,1.95e-9
2021-12-10 23:45:53,2.93e-9,1.93e-9
2021-12-10 23:46:54,2.93e-9,1.92e-9
2021-12-10 23:47:55,2.93e-9,1.92e-9
2021-12-10 23:48:55,2.91e-9,1.94e-9
2021-12-10 23:49:56,2.92e-9,1.93e-9
2021-12-10 23:50:56,2.93e-9,1.92e-9
2021-12-10 23:51:57,2.91e-9,1.92e-9
2021-12-10 23:52:58,2.91e-9,1.91e-9
2021-12-10 23:53:58,2.9e-9,1.91e-9
2021-12-10 23:54:59,2.88e-9,1.92e-9
2021-12-10 23:56:00,2.92e-9,1.91e-9
2021-12-10 23:57:00,2.89e-9,1.92e-9
2021-12-10 23:58:01,2.89e-9,1.91e-9
2021-12-10 23:59:01,2.88e-9,1.92e-9
2021-12-11 0:00:02,2.9e-9,1.9e-9
2021-12-11 0:01:03,2.88e-9,1.89e-9
2021-12-11 0:02:03,2.88e-9,1.9e-9
2021-12-11 0:03:04,2.87e-9,1.89e-9
2021-12-11 0:04:04,2.85e-9,1.89e-9
2021-12-11 0:05:05,2.86e-9,1.9e-9
2021-12-11 0:06:06,2.89e-9,1.89e-9
2021-12-11 0:07:06,2.87e-9,1.88e-9
2021-12-11 0:08:07,2.86e-9,1.89e-9
2021-12-11 0:09:07,2.87e-9,1.89e-9
2021-12-11 0:10:08,2.84e-9,1.88e-9
2021-12-11 0:11:09,2.85e-9,1.85e-9
2021-12-11 0:12:10,2.83e-9,1.87e-9
2021-12-11 0:13:10,2.84e-9,1.88e-9
2021-12-11 0:14:11,2.85e-9,1.89e-9
2021-12-11 0:15:11,2.84e-9,1.86e-9
2021-12-11 0:16:12,2.82e-9,1.86e-9
2021-12-11 0:17:13,2.84e-9,1.87e-9
2021-12-11 0:18:13,2.84e-9,1.86e-9
2021-12-11 0:19:14,2.83e-9,1.84e-9
2021-12-11 0:20:15,2.83e-9,1.85e-9
2021-12-11 0:21:15,2.82e-9,1.84e-9
2021-12-11 0:22:16,2.82e-9,1.84e-9
2021-12-11 0:23:17,2.81e-9,1.85e-9
2021-12-11 0:24:17,2.81e-9,1.83e-9
2021-12-11 0:25:18,2.8e-9,1.83e-9
2021-12-11 0:26:19,2.8e-9,1.84e-9
2021-12-11 0:27:19,2.8e-9,1.83e-9
2021-12-11 0:28:20,2.8e-9,1.86e-9
2021-12-11 0:29:20,2.79e-9,1.84e-9
2021-12-11 0:30:21,2.79e-9,1.84e-9
2021-12-11 0:31:22,2.8e-9,1.83e-9
2021-12-11 0:32:22,2.8e-9,1.83e-9
2021-12-11 0:33:23,2.79e-9,1.83e-9
2021-12-11 0:34:24,2.78e-9,1.82e-9
2021-12-11 0:35:24,2.79e-9,1.84e-9
2021-12-11 0:36:25,2.78e-9,1.82e-9
2021-12-11 0:37:26,2.77e-9,1.82e-9
2021-12-11 0:38:26,2.78e-9,1.82e-9
2021-12-11 0:39:27,2.77e-9,1.82e-9
2021-12-11 0:40:27,2.78e-9,1.81e-9
2021-12-11 0:41:28,2.74e-9,1.8e-9
2021-12-11 0:42:29,2.76e-9,1.81e-9
2021-12-11 0:43:29,2.76e-9,1.81e-9
2021-12-11 0:44:30,2.76e-9,1.8e-9
2021-12-11 0:45:31,2.76e-9,1.8e-9
2021-12-11 0:46:31,2.74e-9,1.81e-9
2021-12-11 0:47:32,2.75e-9,1.8e-9
2021-12-11 0:48:33,2.74e-9,1.78e-9
2021-12-11 0:49:33,2.72e-9,1.8e-9
2021-12-11 0:50:34,2.74e-9,1.81e-9
2021-12-11 0:51:35,2.73e-9,1.79e-9
2021-12-11 0:52:35,2.74e-9,1.79e-9
2021-12-11 0:53:36,2.72e-9,1.79e-9
2021-12-11 0:54:37,2.7e-9,1.78e-9
2021-12-11 0:55:37,2.72e-9,1.78e-9
2021-12-11 0:56:38,2.7e-9,1.77e-9
2021-12-11 0:57:39,2.7e-9,1.8e-9
2021-12-11 0:58:39,2.68e-9,1.78e-9
2021-12-11 0:59:40,2.69e-9,1.77e-9
2021-12-11 1:00:40,2.7e-9,1.77e-9
2021-12-11 1:01:41,2.7e-9,1.76e-9
2021-12-11 1:02:42,2.67e-9,1.78e-9
2021-12-11 1:03:42,2.7e-9,1.77e-9
2021-12-11 1:04:43,2.66e-9,1.77e-9
2021-12-11 1:05:44,2.69e-9,1.75e-9
2021-12-11 1:06:44,2.66e-9,1.77e-9
2021-12-11 1:07:45,2.67e-9,1.76e-9
2021-12-11 1:08:46,2.68e-9,1.75e-9
2021-12-11 1:09:46,2.67e-9,1.76e-9
2021-12-11 1:10:47,2.67e-9,1.74e-9
2021-12-11 1:11:48,2.66e-9,1.75e-9
2021-12-11 1:12:48,2.66e-9,1.74e-9
2021-12-11 1:13:49,2.65e-9,1.76e-9
2021-12-11 1:14:49,2.65e-9,1.75e-9
2021-12-11 1:15:50,2.65e-9,1.76e-9
2021-12-11 1:16:50,2.68e-9,1.75e-9
2021-12-11 1:17:51,2.65e-9,1.75e-9
2021-12-11 1:18:52,2.66e-9,1.74e-9
2021-12-11 1:19:52,2.67e-9,1.73e-9
2021-12-11 1:20:53,2.63e-9,1.74e-9
2021-12-11 1:21:54,2.62e-9,1.74e-9
2021-12-11 1:22:54,2.65e-9,1.73e-9
2021-12-11 1:23:55,2.63e-9,1.76e-9
2021-12-11 1:24:55,2.63e-9,1.75e-9
2021-12-11 1:25:56,2.64e-9,1.73e-9
2021-12-11 1:26:57,2.62e-9,1.72e-9
2021-12-11 1:27:57,2.62e-9,1.73e-9
2021-12-11 1:28:58,2.6e-9,1.72e-9
2021-12-11 1:29:58,2.6e-9,1.73e-9
2021-12-11 1:30:59,2.61e-9,1.73e-9
2021-12-11 1:32:00,2.62e-9,1.73e-9
2021-12-11 1:33:00,2.61e-9,1.72e-9
2021-12-11 1:34:01,2.61e-9,1.73e-9
2021-12-11 1:35:01,2.59e-9,1.73e-9
2021-12-11 1:36:02,2.58e-9,1.72e-9
2021-12-11 1:37:03,2.6e-9,1.72e-9
2021-12-11 1:38:03,2.59e-9,1.71e-9
2021-12-11 1:39:04,2.59e-9,1.71e-9
2021-12-11 1:40:05,2.59e-9,1.71e-9
2021-12-11 1:41:05,2.6e-9,1.71e-9
2021-12-11 1:42:06,2.57e-9,1.71e-9
2021-12-11 1:43:06,2.59e-9,1.72e-9
2021-12-11 1:44:07,2.58e-9,1.72e-9
2021-12-11 1:45:08,2.56e-9,1.7e-9
2021-12-11 1:46:08,2.59e-9,1.71e-9
2021-12-11 1:47:09,2.57e-9,1.73e-9
2021-12-11 1:48:10,2.58e-9,1.7e-9
2021-12-11 1:49:10,2.58e-9,1.69e-9
2021-12-11 1:50:11,2.58e-9,1.7e-9
2021-12-11 1:51:11,2.58e-9,1.7e-9
2021-12-11 1:52:12,2.56e-9,1.69e-9
2021-12-11 1:53:13,2.56e-9,1.71e-9
2021-12-11 1:54:13,2.57e-9,1.7e-9
2021-12-11 1:55:14,2.56e-9,1.69e-9
2021-12-11 1:56:15,2.55e-9,1.7e-9
2021-12-11 1:57:15,2.55e-9,1.68e-9
2021-12-11 1:58:16,2.55e-9,1.7e-9
2021-12-11 1:59:16,2.56e-9,1.68e-9
2021-12-11 2:00:17,2.55e-9,1.68e-9
2021-12-11 2:01:17,2.54e-9,1.68e-9
2021-12-11 2:02:18,2.54e-9,1.69e-9
2021-12-11 2:03:19,2.54e-9,1.69e-9
2021-12-11 2:04:19,2.52e-9,1.68e-9
2021-12-11 2:05:20,2.53e-9,1.68e-9
2021-12-11 2:06:21,2.56e-9,1.67e-9
2021-12-11 2:07:21,2.52e-9,1.68e-9
2021-12-11 2:08:22,2.53e-9,1.67e-9
2021-12-11 2:09:23,2.52e-9,1.67e-9
2021-12-11 2:10:23,2.53e-9,1.68e-9
2021-12-11 2:11:24,2.51e-9,1.67e-9
2021-12-11 2:12:24,2.53e-9,1.67e-9
2021-12-11 2:13:25,2.52e-9,1.68e-9
2021-12-11 2:14:26,2.51e-9,1.66e-9
2021-12-11 2:15:26,2.51e-9,1.68e-9
2021-12-11 2:16:27,2.5e-9,1.67e-9
2021-12-11 2:17:28,2.5e-9,1.67e-9
2021-12-11 2:18:28,2.5e-9,1.67e-9
2021-12-11 2:19:29,2.5e-9,1.66e-9
2021-12-11 2:20:29,2.5e-9,1.67e-9
2021-12-11 2:21:30,2.5e-9,1.66e-9
2021-12-11 2:22:31,2.5e-9,1.66e-9
2021-12-11 2:23:31,2.49e-9,1.67e-9
2021-12-11 2:24:32,2.49e-9,1.65e-9
2021-12-11 2:25:33,2.48e-9,1.66e-9
2021-12-11 2:26:33,2.48e-9,1.65e-9
2021-12-11 2:27:34,2.48e-9,1.65e-9
2021-12-11 2:28:34,2.48e-9,1.67e-9
2021-12-11 2:29:35,2.49e-9,1.65e-9
2021-12-11 2:30:36,2.48e-9,1.66e-9
2021-12-11 2:31:36,2.46e-9,1.64e-9
2021-12-11 2:32:37,2.47e-9,1.64e-9
2021-12-11 2:33:38,2.46e-9,1.66e-9
2021-12-11 2:34:38,2.46e-9,1.63e-9
2021-12-11 2:35:39,2.46e-9,1.64e-9
2021-12-11 2:36:39,2.48e-9,1.65e-9
2021-12-11 2:37:40,2.47e-9,1.63e-9
2021-12-11 2:38:41,2.46e-9,1.63e-9
2021-12-11 2:39:41,2.46e-9,1.64e-9
2021-12-11 2:40:42,2.45e-9,1.65e-9
2021-12-11 2:41:42,2.45e-9,1.64e-9
2021-12-11 2:42:43,2.45e-9,1.64e-9
2021-12-11 2:43:44,2.46e-9,1.64e-9
2021-12-11 2:44:44,2.45e-9,1.63e-9
2021-12-11 2:45:45,2.45e-9,1.63e-9
2021-12-11 2:46:46,2.46e-9,1.65e-9
2021-12-11 2:47:46,2.44e-9,1.63e-9
2021-12-11 2:48:47,2.45e-9,1.62e-9
2021-12-11 2:49:47,2.42e-9,1.63e-9
2021-12-11 2:50:48,2.45e-9,1.61e-9
2021-12-11 2:51:49,2.45e-9,1.62e-9
2021-12-11 2:52:49,2.44e-9,1.61e-9
2021-12-11 2:53:50,2.43e-9,1.61e-9
2021-12-11 2:54:51,2.42e-9,1.62e-9
2021-12-11 2:55:51,2.42e-9,1.6e-9
2021-12-11 2:56:52,2.4e-9,1.62e-9
2021-12-11 2:57:52,2.41e-9,1.62e-9
2021-12-11 2:58:53,2.42e-9,1.62e-9
2021-12-11 2:59:54,2.41e-9,1.62e-9
2021-12-11 3:00:54,2.41e-9,1.61e-9
2021-12-11 3:01:55,2.41e-9,1.6e-9
2021-12-11 3:02:56,2.41e-9,1.6e-9
2021-12-11 3:03:56,2.41e-9,1.6e-9
2021-12-11 3:04:57,2.4e-9,1.6e-9
2021-12-11 3:05:57,2.4e-9,1.61e-9
2021-12-11 3:06:58,2.39e-9,1.6e-9
2021-12-11 3:07:59,2.38e-9,1.6e-9
2021-12-11 3:08:59,2.4e-9,1.61e-9
2021-12-11 3:10:00,2.39e-9,1.6e-9
2021-12-11 3:11:00,2.37e-9,1.6e-9
2021-12-11 3:12:01,2.38e-9,1.6e-9
2021-12-11 3:13:02,2.37e-9,1.6e-9
2021-12-11 3:14:02,2.38e-9,1.58e-9
2021-12-11 3:15:03,2.36e-9,1.59e-9
2021-12-11 3:16:03,2.38e-9,1.58e-9
2021-12-11 3:17:04,2.36e-9,1.59e-9
2021-12-11 3:18:05,2.37e-9,1.59e-9
2021-12-11 3:19:05,2.37e-9,1.59e-9
2021-12-11 3:20:06,2.38e-9,1.58e-9
2021-12-11 3:21:06,2.36e-9,1.58e-9
2021-12-11 3:22:07,2.35e-9,1.59e-9
2021-12-11 3:23:08,2.35e-9,1.57e-9
2021-12-11 3:24:08,2.34e-9,1.59e-9
2021-12-11 3:25:09,2.35e-9,1.6e-9
2021-12-11 3:26:10,2.36e-9,1.58e-9
2021-12-11 3:27:10,2.34e-9,1.57e-9
2021-12-11 3:28:11,2.36e-9,1.58e-9
2021-12-11 3:29:11,2.33e-9,1.57e-9
2021-12-11 3:30:12,2.33e-9,1.57e-9
2021-12-11 3:31:13,2.33e-9,1.57e-9
2021-12-11 3:32:13,2.35e-9,1.58e-9
2021-12-11 3:33:14,2.34e-9,1.58e-9
2021-12-11 3:34:15,2.35e-9,1.57e-9
2021-12-11 3:35:15,2.34e-9,1.57e-9
2021-12-11 3:36:16,2.34e-9,1.58e-9
2021-12-11 3:37:17,2.33e-9,1.58e-9
2021-12-11 3:38:17,2.32e-9,1.58e-9
2021-12-11 3:39:18,2.32e-9,1.56e-9
2021-12-11 3:40:19,2.31e-9,1.56e-9
2021-12-11 3:41:19,2.31e-9,1.57e-9
2021-12-11 3:42:20,2.32e-9,1.54e-9
2021-12-11 3:43:20,2.3e-9,1.56e-9
2021-12-11 3:44:21,2.3e-9,1.56e-9
2021-12-11 3:45:22,2.32e-9,1.56e-9
2021-12-11 3:46:22,2.31e-9,1.56e-9
2021-12-11 3:47:23,2.31e-9,1.55e-9
2021-12-11 3:48:24,2.31e-9,1.56e-9
2021-12-11 3:49:24,2.29e-9,1.54e-9
2021-12-11 3:50:25,2.32e-9,1.55e-9
2021-12-11 3:51:25,2.3e-9,1.54e-9
2021-12-11 3:52:26,2.29e-9,1.55e-9
2021-12-11 3:53:27,2.29e-9,1.57e-9
2021-12-11 3:54:27,2.28e-9,1.55e-9
2021-12-11 3:55:28,2.3e-9,1.54e-9
2021-12-11 3:56:29,2.29e-9,1.55e-9
2021-12-11 3:57:29,2.29e-9,1.54e-9
2021-12-11 3:58:30,2.29e-9,1.55e-9
2021-12-11 3:59:31,2.28e-9,1.53e-9
2021-12-11 4:00:31,2.28e-9,1.55e-9
2021-12-11 4:01:32,2.29e-9,1.54e-9
2021-12-11 4:02:32,2.27e-9,1.54e-9
2021-12-11 4:03:33,2.27e-9,1.54e-9
2021-12-11 4:04:34,2.26e-9,1.53e-9
2021-12-11 4:05:34,2.26e-9,1.53e-9
2021-12-11 4:06:35,2.26e-9,1.53e-9
2021-12-11 4:07:35,2.26e-9,1.54e-9
2021-12-11 4:08:36,2.26e-9,1.52e-9
2021-12-11 4:09:37,2.25e-9,1.53e-9
2021-12-11 4:10:37,2.25e-9,1.51e-9
2021-12-11 4:11:38,2.24e-9,1.53e-9
2021-12-11 4:12:38,2.26e-9,1.52e-9
2021-12-11 4:13:39,2.25e-9,1.53e-9
2021-12-11 4:14:40,2.26e-9,1.52e-9
2021-12-11 4:15:40,2.23e-9,1.52e-9
2021-12-11 4:16:41,2.23e-9,1.52e-9
2021-12-11 4:17:42,2.23e-9,1.52e-9
2021-12-11 4:18:42,2.24e-9,1.52e-9
2021-12-11 4:19:43,2.23e-9,1.52e-9
2021-12-11 4:20:44,2.22e-9,1.52e-9
2021-12-11 4:21:44,2.24e-9,1.5e-9
2021-12-11 4:22:45,2.21e-9,1.52e-9
2021-12-11 4:23:46,2.23e-9,1.51e-9
2021-12-11 4:24:46,2.22e-9,1.52e-9
2021-12-11 4:25:47,2.22e-9,1.51e-9
2021-12-11 4:26:47,2.23e-9,1.52e-9
2021-12-11 4:27:48,2.23e-9,1.5e-9
2021-12-11 4:28:49,2.21e-9,1.51e-9
2021-12-11 4:29:49,2.22e-9,1.5e-9
2021-12-11 4:30:50,2.21e-9,1.5e-9
2021-12-11 4:31:51,2.22e-9,1.52e-9
2021-12-11 4:32:51,2.22e-9,1.51e-9
2021-12-11 4:33:52,2.21e-9,1.51e-9
2021-12-11 4:34:52,2.2e-9,1.5e-9
2021-12-11 4:35:53,2.2e-9,1.49e-9
2021-12-11 4:36:54,2.22e-9,1.51e-9
2021-12-11 4:37:54,2.2e-9,1.51e-9
2021-12-11 4:38:55,2.2e-9,1.5e-9
2021-12-11 4:39:56,2.21e-9,1.51e-9
2021-12-11 4:40:56,2.21e-9,1.5e-9
2021-12-11 4:41:57,2.21e-9,1.51e-9
2021-12-11 4:42:57,2.21e-9,1.49e-9
2021-12-11 4:43:58,2.19e-9,1.49e-9
2021-12-11 4:44:59,2.2e-9,1.48e-9
2021-12-11 4:45:59,2.2e-9,1.49e-9
2021-12-11 4:47:00,2.21e-9,1.49e-9
2021-12-11 4:48:00,2.2e-9,1.49e-9
2021-12-11 4:49:01,2.21e-9,1.48e-9
2021-12-11 4:50:02,2.18e-9,1.49e-9
2021-12-11 4:51:02,2.18e-9,1.49e-9
2021-12-11 4:52:03,2.19e-9,1.5e-9
2021-12-11 4:53:03,2.19e-9,1.5e-9
2021-12-11 4:54:04,2.19e-9,1.5e-9
2021-12-11 4:55:05,2.19e-9,1.5e-9
2021-12-11 4:56:05,2.19e-9,1.48e-9
2021-12-11 4:57:06,2.19e-9,1.48e-9
2021-12-11 4:58:07,2.19e-9,1.49e-9
2021-12-11 4:59:07,2.18e-9,1.48e-9
2021-12-11 5:00:08,2.19e-9,1.5e-9
2021-12-11 5:01:09,2.19e-9,1.5e-9
2021-12-11 5:02:09,2.19e-9,1.48e-9
2021-12-11 5:03:10,2.18e-9,1.47e-9
2021-12-11 5:04:10,2.19e-9,1.49e-9
2021-12-11 5:05:11,2.15e-9,1.49e-9
2021-12-11 5:06:11,2.17e-9,1.47e-9
2021-12-11 5:07:12,2.17e-9,1.48e-9
2021-12-11 5:08:13,2.18e-9,1.49e-9
2021-12-11 5:09:13,2.17e-9,1.48e-9
2021-12-11 5:10:14,2.17e-9,1.48e-9
2021-12-11 5:11:15,2.17e-9,1.47e-9
2021-12-11 5:12:15,2.17e-9,1.48e-9
2021-12-11 5:13:16,2.17e-9,1.5e-9
2021-12-11 5:14:17,2.17e-9,1.48e-9
2021-12-11 5:15:17,2.16e-9,1.47e-9
2021-12-11 5:16:18,2.16e-9,1.47e-9
2021-12-11 5:17:19,2.16e-9,1.47e-9
2021-12-11 5:18:19,2.17e-9,1.47e-9
2021-12-11 5:19:20,2.14e-9,1.46e-9
2021-12-11 5:20:21,2.15e-9,1.48e-9
2021-12-11 5:21:21,2.13e-9,1.48e-9
2021-12-11 5:22:22,2.17e-9,1.48e-9
2021-12-11 5:23:23,2.15e-9,1.46e-9
2021-12-11 5:24:23,2.17e-9,1.48e-9
2021-12-11 5:25:24,2.13e-9,1.47e-9
2021-12-11 5:26:24,2.14e-9,1.45e-9
2021-12-11 5:27:25,2.15e-9,1.47e-9
2021-12-11 5:28:26,2.14e-9,1.46e-9
2021-12-11 5:29:27,2.14e-9,1.46e-9
2021-12-11 5:30:28,2.14e-9,1.47e-9
2021-12-11 5:31:28,2.14e-9,1.46e-9
2021-12-11 5:32:29,2.14e-9,1.45e-9
2021-12-11 5:33:30,2.12e-9,1.47e-9
2021-12-11 5:34:30,2.15e-9,1.46e-9
2021-12-11 5:35:31,2.14e-9,1.46e-9
2021-12-11 5:36:32,2.13e-9,1.46e-9
2021-12-11 5:37:32,2.14e-9,1.45e-9
2021-12-11 5:38:33,2.14e-9,1.45e-9
2021-12-11 5:39:34,2.13e-9,1.45e-9
